"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Pre-demographic dividend","PRE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","401.471065549445","431.77445950769","458.450865500209","449.878741513686","389.967329639543","370.379894284756","365.777622440978","390.425533896258","403.747881681505","382.471359876376","464.960030064755","443.750591544792","412.882334704732","353.24407501329","317.284249127246","327.049887709973","352.443197981698","378.627241312346","377.7887996708","379.93252909566","382.48104316843","397.075231118382","434.999195699601","478.17175828257","573.269026820213","669.281557627943","803.762962619738","955.638447793279","1165.77629103609","1248.20440829325","1315.03759671637","1364.48417575554","1539.76208113658","1674.50020954214","1760.43654792049","1676.3401592399","1524.74613839771","1384.3931216059","1371.54853896467","1424.44606050133",
"Puerto Rico","PRI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","820","900","960","1060","1160","1240","1370","1560","1750","1910","2100","2380","2590","2660","2650","2740","2980","3390","3720","3890","3770","3670","3970","4280","4750","5350","5860","6050","5950","6300","6760","7100","7370","7820","8130","8510","8690","9590","10550","10950","11250","12170","14260","14750","15030","15860","16360","16580","16920","17670","18680","19170","19280","19420","19710","20000","21030","21970",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","410","430","470","520","570","640","730","790","950","1070","1270","1700","2070","2210","2330","2430","2530","2870","3350","3420","3230","2830","2520","2530","3080","4160","5630","6320","7130","8180","9860","10100","10450","11210","12100","12370","12190","12260","12170","11830","11750","13260","16140","18580","19390","20850","22590","22920","22960","22720","21150","21370","21190","20440","19930","20050","21990","23080",
"Paraguay","PRY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1840","1730","1600","1440","1410","1330","1230","1350","1520","1840","2320","3080","3450","4070","4480","4760","5510","5780","5620","5390","5390","5620","5510",
"West Bank and Gaza","PSE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1630","1780","1800","1550","1370","1190","1370","1510","1660","1570","1700","1900","2080","2330","2720","3020","3190","3270","3380","3460","3520","3710","",
"Pacific island small states","PSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1326.57145096478","1376.18652284707","1325.62468664226","1461.81757865116","1440.37586878947","1482.09745543775","1494.96322166645","1511.45556183315","1507.55399191235","1651.51864017127","1710.78650498082","1817.2356029061","1984.68625653177","2080.08212362792","2161.45189795097","2009.8169589993","2008.98297764507","1908.33598280922","1839.45901308696","1805.07227366103","1931.21908038092","2265.9559725289","2585.24902613882","2662.00150005841","2798.90762420545","2948.98190385498","2866.55546294141","2840.90038586819","2991.60676480139","3294.89593558183","3666.3833761821","3811.82151848785","3905.37001857725","3899.68738682538","3944.37047707439","4163.84295451552","4213.05767125546",
"Post-demographic dividend","PST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1523.70430873691","1615.75498887154","1738.41495284925","1885.50162066268","2055.28120678364","2186.92255708851","2398.64303275976","2609.16991328237","2765.48802247297","3021.96554907862","3469.49527389224","4250.75541818003","4962.05481457438","5550.14047563949","5874.11939013271","6300.78948271096","7196.69585430796","8614.09888924299","9929.55820689325","10301.5361320419","9824.45962495754","9464.62187696553","9854.21794480015","10339.7148460935","11658.2454781208","14015.404425035","17092.3380177809","18020.1512856112","18839.167304504","19559.0278437424","21197.8480892845","21666.5525511639","22754.2472611277","24281.7032255645","25442.3908338379","25576.2265161551","24634.3156373775","24965.9386241304","26007.8384351661","26022.7360739453","25879.2585024393","27920.9891837526","31892.7726547436","35142.191577987","36844.1088913571","38214.5651326506","39736.50439299","39100.4369755395","40200.993748516","41566.0325690187","42849.6028035644","43591.3975996407","43748.9010602064","42543.4391241822","41717.1888389431","42073.7783130896","44949.0835086577","46456.0789620643",
"French Polynesia","PYF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","2090","2520","2430","2400","2640","2660","3320","4580","5100","5590","5890","6760","7980","9140","9600","9130","8190","8030","8340","10250","13000","15350","14940","15270","16030","17260","17400","17470","17910","17780","17250","16660","16170","15760","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28400","30680","36160","38260","50810","58030","65580","61250","63620","66950","72860","78800","79900","72690","64010","58610","61150","63410",
"Romania","ROU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1190","1270","1490","1640","1590","1580","1610","1710","1760","1950","2250","2960","3880","4900","6510","8800","9220","8640","8660","8780","9320","9680","9650","9650","10110","11430","12630",
"Russian Federation","RUS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3440","3090","2920","2650","2640","2600","2650","2130","1750","1710","1780","2100","2590","3410","4450","5810","7560","9580","9230","9980","11060","13490","15190","14630","11780","9730","9210","10250","11260",
"Rwanda","RWA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","40","40","40","40","40","50","50","50","60","60","60","70","80","100","130","160","180","230","270","280","270","260","250","260","290","320","350","350","350","320","340","310","150","210","220","260","260","260","240","220","220","210","240","280","330","390","490","560","610","660","710","730","740","750","750","740","780","820",
"South Asia","SAS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6554052898868","93.9319030968586","104.551994501859","109.341800180868","105.403070100882","106.624259944424","104.072295490723","111.444262264981","118.105815620751","121.960064002384","126.011146958526","142.232786338658","164.721812315839","187.913640175803","182.27388073431","185.556304627862","205.173001880862","224.300330067581","269.594258802633","296.072145386141","290.169088607357","285.155842332255","282.798035052481","292.069538347982","311.880209060389","346.54741106789","383.997113670337","381.176599365633","378.046814639142","349.918223627706","351.252534987327","337.014508604847","350.764618503423","376.438681790329","407.527879713845","415.471771468946","416.792994533465","436.765293263999","445.800404097454","455.494514475008","463.339494651616","517.11347669391","602.507394669877","691.404829172921","765.413813731849","874.828026146661","953.549370057454","1058.60721184883","1153.25631339774","1283.57150906826","1397.5993753326","1444.82777769478","1489.38220987478","1535.53265210069","1614.4466223407","1746.4698460192","1915.4300489063","2018.59199325412",
"Saudi Arabia","SAU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","930","1000","1150","1600","3160","4500","8020","8770","8890","11170","14270","16530","13970","11320","10130","9010","9140","7700","7630","7080","7390","8310","8500","8050","7720","7810","8030","8230","8010","7650","8150","8520","8370","9480","11040","12650","14160","15800","18460","17900","18750","20880","24040","25440","25550","23710","21610","19990","21600","22850",
"Sudan","SDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","140","140","140","140","140","140","150","160","170","180","190","220","290","380","440","480","460","490","480","500","470","430","380","390","540","790","780","720","530","450","340","310","320","400","400","380","340","330","340","350","380","430","500","600","700","910","1080","1150","1190","1350","1540","1490","1560","1690","1570","1320","840","590",
"Senegal","SEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","340","310","320","320","350","370","450","560","600","590","580","720","800","810","750","590","550","550","630","810","930","930","900","910","960","910","750","720","680","690","680","670","650","630","600","710","870","1000","1040","1120","1270","1340","1340","1310","1330","1360","1380","1320","1270","1280","1400","1450",
"Singapore","SGP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","490","530","510","540","590","660","750","850","970","1090","1280","1600","2090","2660","2930","3020","3370","3990","4730","5380","5680","6170","6930","7100","7330","8080","9320","10320","11450","12970","15270","17710","20780","23630","25620","27730","24010","23360","23680","22130","22000","23440","26150","28820","32550","36010","37230","37320","44930","48290","51740","54480","56380","53160","53020","54320","57900","59590",
"Solomon Islands","SLB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","750","830","900","890","1440","1320","1220","1010","930","840","830","860","890","970","960","980","820","900","1080","1490","1770","1840","1870","1830","1870","2020","2050",
"Sierra Leone","SLE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","150","160","150","140","140","150","160","160","170","190","220","250","220","210","240","310","370","360","350","300","290","240","170","180","170","210","190","170","130","160","160","180","210","200","170","150","140","150","200","270","280","290","300","360","420","440","420","430","530","660","700","550","490","520","490","500",
"El Salvador","SLV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","300","300","300","310","320","350","380","440","480","530","610","710","780","760","730","680","670","690","720","760","820","860","860","900","930","1060","1170","1290","1480","1590","1690","1750","1810","1900","1950","2000","2130","2270","2420","2570","2680","2870","2820","2880","3060","3210","3350","3400","3440","3510","3600","3820","4000",
"San Marino","SMR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","70","70","70","70","80","90","90","90","100","100","120","140","130","190","180","160","130","110","100","110","110","100","110","120","130","150","150","150","130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990","2980","2600","1610","1540","1520","2390","3250","3830","4200","4890","6040","6450","6220","6300","6090","6460","6240","5960","5690","5550","6400","7020",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","120.656356557308","127.578840827881","133.62723291945","141.338670029245","146.731947960451","150.519868426691","157.107550274429","170.326328513654","191.668813580283","204.29394314684","217.742604586088","251.929822405981","329.670563852169","384.999668772804","413.234801518189","424.881403330329","446.907161145366","522.492921309978","623.652754822081","720.057610779284","757.58396444696","746.222926966916","655.208459048773","590.081496753079","565.313275594563","602.162607787654","653.345742210661","639.894426651467","624.426440093684","621.252152601514","615.59486975244","579.62169105227","554.199329607685","569.402881882538","590.202349861917","603.570384639136","569.524171756925","558.041609532865","550.030343544057","543.412999613658","552.43102260852","601.501130648198","730.905794256458","893.77496439261","1038.70341010777","1171.53380521665","1322.32254611743","1367.02049827299","1433.64474593516","1519.13795657575","1660.55754093305","1747.17183367915","1799.33304002493","1718.77274954617","1566.56744307689","1477.21023833263","1494.32185156686","1536.00828049843",
"South Sudan","SSD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","810","850","1160","1250","1090","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","121.022457141467","127.966629071804","134.033702092106","141.764706121103","147.181614474322","150.978557767201","157.5858669412","170.839155256574","192.245544844806","204.922349318281","218.428971711616","252.745555127099","330.739031874571","386.252228814218","414.587189921916","426.271178407961","448.434899893925","524.437348206188","625.295725498226","721.444346887612","758.534581511325","746.832416015839","656.008171501068","591.20180228502","566.969794286291","604.635025786619","656.728961797146","643.6958043212","628.7117156455","625.90004799301","621.068501698055","585.440663698903","560.264716064079","575.791134244337","597.076137335623","610.606551286354","576.310860556838","564.539063431123","556.880835904475","550.275770759547","559.072947676989","608.761540381721","739.245577328884","902.533559489727","1047.71110103391","1180.93717438111","1332.54903917579","1377.40890714648","1444.08585321058","1529.64723877847","1672.29066295249","1759.91074965581","1812.14478004784","1731.29643697351","1578.91056949373","1489.8322364303","1507.97834330647","1550.18207125541",
"Small states","SST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4277.77220030299","4736.49507719828","5612.65937233672","6584.41412125792","7791.2501319408","9013.92410720826","10221.4002453652","10034.9684150272","10425.5793834349","11132.3591348387","12285.6698456563","13167.2404843652","13319.80282358","12607.0649992973","11661.6046761681","11271.1583145983","11943.0408385314","12477.0747419565",
"Sao Tome and Principe","STP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","700","820","940","960","1020","1060","1130","1190","1240","1440","1640","1660","1700","1700","1890","1960",
"Suriname","SUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","230","250","370","450","510","520","530","570","610","690","770","980","1320","1420","1640","1930","2170","2290","2640","2510","2320","2340","2380","2460","2520","2980","2230","1420","1140","1040","970","1100","1320","1630","1840","2050","1950","1970","1670","1930","2200","2820","3320","4040","5050","6330","6960","7620","7920","8550","8950","9260","8690","6590","5400","5210","5540",
"Slovak Republic","SVK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4220","5020","5420","5430","5380","5530","5720","6020","6960","9030","11350","12940","14930","17250","17100","17400","17420","17780","18220","18310","17670","16790","16580","18330","19320",
"Slovenia","SVN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8840","10200","11240","11000","11320","11270","10950","10920","12630","15610","18310","19820","21790","24620","24380","24540","24580","23250","23230","23610","22250","21750","22110","24530","25750",
"Sweden","SWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","2310","2490","2740","2960","3190","3460","3770","4100","4690","4990","5670","7050","8580","10160","10720","11290","12460","14790","17300","17530","15760","13550","13020","13080","15330","19360","24190","26090","27760","29110","31340","28200","27690","28070","30400","31390","31110","31100","31430","29550","28930","32550","39530","45490","48820","51970","55480","52470","54580","56570","58930","61580","61690","58250","54370","52970","55620","55840",
"Eswatini","SWZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","300","370","470","","","","","","","","","","","","","","","","1290","1350","1570","1580","1570","1820","1930","1960","1740","1730","1670","1700","1570","1700","2160","3080","3300","3480","3360","3320","3460","4080","4590","4660","4320","4000","3470","3440","3600","3590",
"Sint Maarten (Dutch part)","SXM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","290","310","330","320","360","350","350","330","350","410","480","630","770","870","910","870","1170","1760","2110","2300","2290","2190","2220","2490","2740","3200","3970","4540","5030","5200","6000","6390","6530","6460","6740","7330","7320","7290","7290","7310","6850","7490","9280","11140","12580","12280","11180","10230","10220","10570","11540","12700","13350","14020","13840","14310","15670","16870",
"Syrian Arab Republic","SYR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","250","230","250","270","250","280","300","370","360","410","500","500","710","970","1090","1050","1170","1280","1570","1760","1750","1710","1650","1700","1480","1270","1190","890","910","990","1110","1070","970","900","850","850","920","890","970","1110","1210","1240","1380","1510","1620","1820","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22600","23800","25040","25410","26740","",
"Chad","TCD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","110","110","120","120","130","130","140","140","140","150","160","190","230","220","230","240","220","240","230","210","190","180","210","210","210","270","270","270","290","330","240","220","210","200","210","220","200","180","190","190","210","330","470","530","630","700","830","910","880","960","970","980","880","730","640","680","700",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","72.1220951889872","78.4475045219133","87.2025350754565","98.7993259424633","106.892914628023","100.82193955389","97.618638201091","109.384568278576","122.522015797304","125.972239477251","133.034592556947","160.630932726476","188.01564593845","218.75549744027","213.931469069108","227.521165322709","241.360017180572","266.486895094044","294.528011255252","311.672944513471","311.121278228956","307.144154060084","325.464404478198","348.235080648129","369.843091484442","386.338286609688","406.078245749044","407.808111329544","423.390074153095","453.918043607833","504.019718461852","547.425558604207","614.617303687558","706.989040530235","822.863308538741","891.935368140788","837.443011436364","861.875428305413","920.994269043319","993.713122427576","1076.44076004236","1223.23765592684","1438.88201171406","1654.74714664673","1914.8456183897","2297.91159812758","2800.02945013122","3248.94491878187","3799.13781927542","4388.09694971727","5128.86038668678","5768.50831368789","6276.36146041098","6540.85021003395","6751.95126904696","7092.3333767843","7780.40213611636","8386.49582727454",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2324.12204188778","2197.17076024677","2159.18473103279","1985.16994121032","2063.94187879071","2131.02478012221","2231.76109099415","2101.18334000563","1984.65306393172","2078.72154764703","2008.44052783177","2169.82720388718","2537.94406779387","3250.16128168444","4118.23144759243","5038.81100992465","6206.59441529703","7560.40742625888","7524.97239929837","7978.21436599836","8559.90076138848","9655.61018088471","10536.5110213543","10477.8083453794","9250.54613670106","8180.13986407878","7912.78132182154","8426.52315609421","8862.01926607565",
"Togo","TGO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","90","100","110","120","120","130","140","130","130","140","170","220","260","270","290","330","350","420","390","320","250","230","230","250","310","390","400","400","400","420","330","310","300","310","350","330","310","310","290","300","350","390","400","410","420","470","530","560","610","590","620","640","640","610","600","660","690",
"Thailand","THA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","110","120","130","140","160","170","180","190","210","210","220","260","330","380","420","450","530","610","710","760","760","760","790","790","830","950","1160","1320","1490","1660","1880","2130","2400","2740","2950","2680","2080","1980","1980","1960","1990","2180","2530","2790","3100","3530","3970","4140","4580","4950","5520","5720","5760","5710","5700","5960","6600","7260",
"Tajikistan","TJK","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350","290","210","210","170","170","180","180","170","160","170","210","270","380","470","580","750","800","920","1020","1150","1330","1350","1250","1100","1010","1000","1030",
"Turkmenistan","TKM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","680","610","610","550","560","620","600","650","750","990","1310","1590","1890","2320","3040","3550","4070","4730","5560","6510","7200","7030","6820","6380","6740","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","478.101920951607","488.7360776672","523.567503093079","556.599929027871","591.063380470787","648.01900661796","713.899981324611","874.685023578039","1112.03627847971","1282.5096239498","1350.59506451985","1392.00675983972","1519.10376640802","1790.78829986485","2114.12423233806","2278.15601244824","2155.79289528694","1890.54923347766","1791.291239036","1756.71849831566","1825.3294374862","1956.21920400961","2072.1398568103","2180.51414119894","2288.93599765168","2662.2580767094","2962.86187754555","3202.005503385","3432.89810126647","3655.78585545705","3962.80253846295","4259.2328670688","4241.7817264585","4024.32330325198","4107.87657800773","3980.47089610093","3715.98600047368","3692.62116756446","3996.71403784116","4487.41330624449","5185.74187308294","6072.59151135135","7022.89709015095","7194.23678549182","7995.32713910998","8833.6632296425","9759.49565983861","10167.3276145681","10054.9608706623","9212.04474957798","8459.73353666085","8327.90318352318","8620.1557234104","8679.7005809265",
"Timor-Leste","TLS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","750","670","780","930","1310","1840","2970","2330","2850","3710","3630","3200","2690","2200","1750","1790","1810","1890",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1239.78573310788","1376.2086418627","1463.92738477433","1505.89042487803","1510.53904703896","1567.48696461058","1600.08195783852","1609.07902699825","1723.36635018659","1906.91389295125","2160.10259433372","2437.57191887903","2855.17300068219","3374.30429129124","3694.73585341479","4012.02790426529","4116.43573848362","4595.77384055235","4761.92960512343","4633.51641991539","4178.5777831046","4110.61772318816","3864.13453267583","","",
"Tonga","TON","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","690","690","720","770","870","1070","1160","1220","1350","1450","1530","1820","2010","2280","2260","2210","2100","2050","2000","1980","2000","2190","2450","2720","2840","3220","3370","3570","3800","4310","4480","4570","4520","4300","4250","4300","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","86.6554052898868","93.9319030968586","104.551994501859","109.341800180868","105.403070100882","106.624259944424","104.072295490723","111.444262264981","118.105815620751","121.960064002384","126.011146958526","142.232786338658","164.721812315839","187.913640175803","182.27388073431","185.556304627862","205.173001880862","224.300330067581","269.594258802633","296.072145386141","290.169088607357","285.155842332255","282.798035052481","292.069538347982","311.880209060389","346.54741106789","383.997113670337","381.176599365633","378.046814639142","349.918223627706","351.252534987327","337.014508604847","350.764618503423","376.438681790329","407.527879713845","415.471771468946","416.792994533465","436.765293263999","445.800404097454","455.494514475008","463.339494651616","517.11347669391","602.507394669877","691.404829172921","765.413813731849","874.828026146661","953.549370057454","1058.60721184883","1153.25631339774","1283.57150906826","1397.5993753326","1444.82777769478","1489.38220987478","1535.53265210069","1614.4466223407","1746.4698460192","1915.4300489063","2018.59199325412",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","121.022457141467","127.966629071804","134.033702092105","141.764706121102","147.181614474321","150.978557767201","157.5858669412","170.839155256574","192.245544844806","204.922349318281","218.428971711616","252.745555127098","330.739031874571","386.252228814218","414.587189921915","426.271178407961","448.434899893924","524.437348206187","625.295725498226","721.444346887611","758.534581511324","746.832416015838","656.008171501067","591.201802285019","566.96979428629","604.635025786618","656.728961797145","643.695804321199","628.711715645499","625.90004799301","621.068501698054","585.440663698902","560.264716064078","575.791134244336","597.076137335622","610.606551286353","576.310860556838","564.539063431122","556.880835904474","550.275770759547","559.072947676989","608.761540381721","739.245577328884","902.533559489726","1047.71110103391","1180.93717438111","1332.54903917579","1377.40890714648","1444.08585321058","1529.64723877847","1672.29066295249","1759.91074965581","1812.14478004784","1731.29643697351","1578.91056949372","1489.8322364303","1507.97834330647","1550.18207125541",
"Trinidad and Tobago","TTO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","640","750","800","820","760","770","790","810","830","870","1000","1200","1500","2170","2530","2810","3360","3940","5140","6060","6710","6120","6030","5900","5090","4280","3930","3630","3710","3890","4420","4080","3880","3970","4230","4500","4620","4890","5400","6070","6760","8070","9700","11190","13280","15000","17350","16200","16460","14970","16840","18750","18560","19130","16720","15950","16020","16890",
"Tunisia","TUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","220","250","260","270","310","400","460","610","760","810","850","940","1130","1360","1420","1280","1180","1160","1150","1140","1270","1330","1290","1410","1460","1680","1660","1710","1790","1970","2120","2150","2260","2270","2240","2180","2460","2900","3160","3330","3530","3850","4070","4130","3990","4100","4160","4160","3960","3750","3520","3500","3360",
"Turkey","TUR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","470","520","560","560","530","560","640","860","1110","1310","1410","1530","1820","1860","1860","1570","1400","1310","1310","1450","1740","1860","1920","2310","2590","2940","3140","2680","2850","2920","3190","3430","3580","4300","3550","3560","3910","5220","6760","7820","8880","9780","9580","10430","11230","11870","12510","12560","11960","11180","10900","10420","9610",
"Tuvalu","TUV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","3310","2490","3240","3630","3780","4500","4660","4820","4400","4720","4430","5560","4670","5440","5070","4810","5430","5620",
"Tanzania","TZA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","190","180","170","160","170","190","220","270","330","410","410","420","430","470","500","520","540","600","670","720","770","810","890","970","980","970","970","1020","1080",
"Uganda","UGA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","180","200","250","310","400","400","320","250","190","180","180","230","280","300","290","290","270","250","250","250","280","310","350","390","440","550","670","850","820","800","820","830","790","740","750","780",
"Ukraine","UKR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1620","1610","1520","1420","1230","1000","920","860","890","850","760","700","730","790","980","1270","1540","1950","2590","3210","2840","2980","3110","3500","3800","3560","2700","2370","2380","2800","3370",
"Upper middle income","UMC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","222.489173804528","220.564744131479","228.575563291161","249.06731323102","270.629634665787","287.050557220462","310.761104315807","378.898828589607","469.889697708669","555.977184339585","575.580759802507","600.646836144894","647.574818568124","750.499167914782","850.341651071586","910.942132552027","898.148025785243","833.554731854399","829.906436083754","852.938568654278","899.401845689802","958.562986812934","1003.2528927869","1020.44864877985","1100.73523970411","1235.71259338984","1317.85410417659","1388.95704147826","1453.02483007521","1570.56617560225","1719.73253163534","1840.11781313646","1767.4012649896","1721.1446171903","1798.88350397364","1813.83033938756","1846.68690292902","2010.08918444573","2344.37739708632","2752.89646700882","3231.2127968761","3861.51414882901","4603.74025066447","4969.76567119546","5622.36282276886","6319.03009845921","7239.35675309038","7894.90035747101","8184.73287979654","7955.63721575561","7777.97200241032","7940.97610204693","8560.50662567005","9073.9744633453",
"Uruguay","URY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","580","610","660","680","720","640","610","670","820","850","870","1060","1370","1620","1490","1420","1630","2150","2870","3650","3290","2190","1740","1510","1780","2210","2600","2730","2840","3180","3830","4350","5040","5530","6160","6970","7240","7260","7060","6500","5140","4250","4130","4720","5390","6390","7710","8810","10440","12060","13370","15320","15830","15640","14980","15150","15910","16230",
"United States","USA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","3280","3410","3610","3880","4190","4370","4740","5070","5230","5620","6280","7290","7980","8510","8960","9590","10760","12200","13380","14360","14220","14570","16210","17460","19110","21390","23490","23770","24060","24270","25680","26390","27650","29040","30270","31270","32030","33670","35960","36710","37310","39770","43510","46190","47880","48500","48980","47730","48990","50570","52770","53950","55850","56740","57180","59060","63200","65760",
